track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7bqnvindpmkim89M9yhRiU,Leon Lai,黎明電影主題曲歌集,"甜蜜蜜 - 電影""甜蜜蜜""主題曲",20,201040,False,0.555,0.348,4,-15.245,1,0.0294,0.78,0.00137,0.115,0.5660000000000001,138.08700000000002,4,cantopop
7kao8wtgDELLkoMjGPhre7,Paul Johnson,The Music In Me,Y All Stole Them Dances - Original Mix,10,319352,False,0.804,0.851,11,-9.786,0,0.145,0.00101,0.0107,0.261,0.607,132.813,4,chicago-house
14vexXpojwu3mG1S9fqHmL,Aaron Smith;Luvli,Dancin,Dancin - Laidback Luke Remix,20,381395,False,0.664,0.848,6,-2.3819999999999997,1,0.162,0.0759,0.0332,0.106,0.359,129.056,4,chicago-house
5GNH4c3DtYopcN3QcEzOxD,VeggieTales,Oh Santa! Kids Christmas Songs,Feliz Navidad,0,185493,False,0.7070000000000001,0.506,0,-9.218,1,0.175,0.48,0.00011399999999999999,0.0491,0.924,157.755,4,children
5DVAtP5U4v22AUwjii0bvx,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),"Theme from ""The Addams Family""",0,84000,False,0.7170000000000001,0.6729999999999999,5,-4.645,1,0.251,0.8009999999999999,0.0161,0.0214,0.963,60.799,4,children
4xxg28R4JsE5OSyDFlZEmZ,Pink Sweat$,Coffee Chill,I Feel Good,0,136058,False,0.8029999999999999,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,chill
4gj2XS6vLhDBuiduScHjRX,Johann Sebastian Bach;RIMA,Early Morning Classic,Bach : The Well-Tempered Clavier Book I. Fugue No.2,1,93340,False,0.37200000000000005,0.0413,0,-31.531,0,0.0339,0.995,0.845,0.129,0.445,170.196,3,classical
0MtRspmmNTRJa4Ebd2AMuN,Johann Sebastian Bach;Lang Lang,Classical Christmas 2022,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0,157400,False,0.499,0.059000000000000004,7,-20.969,1,0.0546,0.995,0.89,0.0889,0.171,82.47200000000001,4,classical
0o30XkI520zpdZIeSRaSXr,Johann Sebastian Bach;Orion Weiss,Yarlung Records: Fifteen Years,"Overture in the French Style, Op. 2, BWV 831 (Excerpts): XI. Echo",0,176963,False,0.522,0.215,11,-21.148000000000003,0,0.0655,0.992,0.912,0.0971,0.934,103.76700000000001,4,classical
0HOrX3f1vhUpn5hknKAM9W,Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,Classical Christmas 2022,"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: ""Ach, wann wird die Zeit erscheinen?""",0,320173,False,0.34299999999999997,0.243,11,-15.404000000000002,0,0.0578,0.943,0.0,0.532,0.41700000000000004,73.48,4,classical
1gHJ8Y9xdcOPfg5tyBIL40,Johann Sebastian Bach;Lang Lang,Weihnachten Klassik 2022,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0,157400,False,0.499,0.059000000000000004,7,-20.969,1,0.0546,0.995,0.89,0.0889,0.171,82.47200000000001,4,classical
3hyLdoIjuv5JV0MyE4GQkg,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,Weihnachten Klassik 2022,"Herz und Mund und Tat und Leben, Cantata BWV 147 - Arr. Robert Bockholt: Jesu Joy of Men's Desiring",0,204666,False,0.138,0.17300000000000001,7,-17.602999999999998,1,0.0371,0.955,0.9279999999999999,0.161,0.159,100.65700000000001,4,classical
0KMayG55Y3QCYK2Yxq7qj7,Ludwig van Beethoven;Murray Perahia,Clásica para los niños de hoy,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",0,316440,False,0.146,0.0024100000000000002,1,-40.843,0,0.0434,0.995,0.945,0.113,0.0973,166.46200000000002,3,classical
5Wr9eVJ9Ccpx6uYTLETkbk,Ludwig van Beethoven;Wiener Philharmoniker;Andris Nelsons,Classical Running,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",0,308240,False,0.28300000000000003,0.139,5,-18.546,1,0.0476,0.9309999999999999,0.841,0.54,0.33399999999999996,158.524,1,classical
1APMLD7JwHPdiWFObXKqXP,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Classical Christmas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.9109999999999999,0.172,0.316,126.978,4,classical
4yp2yp607NbAqmpvtvk5Bp,Yiruma,Christmas Dinner,Maybe Christmas - Orchestra Version,0,303297,False,0.105,0.154,1,-14.355,1,0.0334,0.946,0.895,0.0683,0.0756,71.0,4,classical
6XjBNMzl25wEBebNMdPMGg,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 2, Vals",0,88506,False,0.419,0.213,9,-23.095,1,0.0357,0.961,0.899,0.237,0.36,97.708,3,classical
4oE62AqzUuiwV09HGxiMlu,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 6, Norsk",0,42306,False,0.345,0.23600000000000002,2,-21.921999999999997,1,0.0401,0.9890000000000001,0.9520000000000001,0.228,0.38,135.67700000000002,4,classical
5Ib5W64RwrPCN3bnRO4C2W,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",0,59653,False,0.376,0.129,6,-23.677,0,0.0397,0.993,0.899,0.142,0.561,56.596000000000004,4,classical
6m3hSSDwLUUsXEf6aPtH1m,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces VIII, Op. 65: No. 6, Bryllupsdag på Troldhaugen",0,255933,False,0.331,0.23,2,-21.548000000000002,1,0.0356,0.978,0.88,0.359,0.18899999999999997,82.51,3,classical
2tF07mtTCrO5bmw1xv2vzG,Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,Classical Running,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",0,165000,False,0.23,0.14400000000000002,7,-21.34,1,0.0408,0.94,0.8690000000000001,0.395,0.22899999999999998,142.16299999999998,4,classical
4k1gofu5MHXtsbqfikEzVq,Sergei Rachmaninoff;Marko Stuparevic,Recreation: Russian Piano Sonatas,"Piano Sonata No. 2 in B-Flat Minor, Op. 36: I. Allegro agitato",0,505663,False,0.316,0.10800000000000001,1,-20.37,1,0.0416,0.9940000000000001,0.898,0.0957,0.0615,84.99600000000001,4,classical
26Dme5GkC1yX4P2QU9V6Sk,Sergei Rachmaninoff;Talistrio,"Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: I. Moderato - Allegro vivace",0,1371693,False,0.175,0.0869,2,-20.248,0,0.0427,0.955,0.251,0.0783,0.0345,78.113,4,classical
7vwrBZ68Puc9ZJaXRcnHRs,Bhimsen Joshi,Jeevan Gane Pandit Bhimsen Joshi,Aata Kothe Dhave Man,29,360386,False,0.41,0.245,2,-17.29,1,0.0318,0.9570000000000001,0.0,0.0793,0.585,102.37799999999999,4,classical
0RPOy0HWyY3bLm40pm3T8s,Wolfgang Amadeus Mozart;Daniel Barenboim;Berliner Philharmoniker,Mozart: Piano Concertos Nos. 20 & 22,"Mozart: Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai",24,417666,False,0.35600000000000004,0.159,2,-20.230999999999998,0,0.0379,0.9840000000000001,0.943,0.151,0.22899999999999998,71.779,4,classical
3bURbpWSxXGl1R741ekg07,Wolfgang Amadeus Mozart;Mao Fujita,Mozart: The Complete Piano Sonatas,"Piano Sonata No. 3 in B-Flat Major, K. 281: II. Andante amoroso",16,313866,False,0.4,0.0334,3,-26.333000000000002,1,0.0502,0.993,0.938,0.11,0.36700000000000005,94.36200000000001,3,classical
04iTE6hn0yvbWHJXkIfLyy,Wolfgang Amadeus Mozart;Ingrid Haebler;Wiener Symphoniker;Christoph von Dohnányi,"Mozart: Piano Concertos Nos. 12, 18 & 19","Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto",7,693666,False,0.21,0.0975,7,-21.648000000000003,0,0.0342,0.973,0.879,0.5,0.0832,84.993,4,classical
5VOJiy4ZseTafrksLPCxim,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,Mozart: Piano Concertos Nos. 14-21,"Piano Concerto No. 15 in B-Flat Major, K. 450: II. (Andante)",5,362640,False,0.17,0.045,3,-26.573,1,0.0418,0.99,0.9229999999999999,0.15,0.0788,56.768,4,classical
6T1t7fOMfVuVpWSe2Z4Pp9,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,Mozart: Piano Concertos Nos. 26 & 27; Rondo in A Major,"Piano Concerto No. 26 in D Major, K. 537 ""Coronation"": II. (Larghetto)",3,410066,False,0.302,0.019,9,-26.351,1,0.0361,0.992,0.915,0.17,0.19399999999999998,70.075,4,classical
7mOGLFitvkIyK6xix2xo1m,Wolfgang Amadeus Mozart;Ingrid Haebler;Ludwig Hoffmann,Mozart: Complete Variations for Piano,"Sonata for Piano 4 Hands in C Major, K. 19d: III. Rondo (Allegretto)",2,225293,False,0.457,0.0888,0,-24.985,1,0.051,0.992,0.917,0.131,0.391,125.82600000000001,4,classical
4JvzS5bLyxDizlP1OTS8EV,Wolfgang Amadeus Mozart;Hilary Hahn;Natalie Zhu,Mozart - A Classical Dawn,"Sonata for Piano and Violin in E Minor, K. 304: II. Tempo di minuetto",3,337586,False,0.34700000000000003,0.11800000000000001,4,-21.191999999999997,0,0.0416,0.9670000000000001,0.0612,0.11800000000000001,0.257,125.78,4,classical
3MpoUs3BBbuxwbnmHIxOJv,Wolfgang Amadeus Mozart;Mitsuko Uchida;Cleveland Orchestra,Mozart: A Night of Classics,"Piano Concerto No. 27 in B-Flat Major, K. 595: 2. Larghetto - Live",7,452706,False,0.18,0.0115,3,-30.171999999999997,1,0.0399,0.987,0.851,0.0991,0.0861,70.428,4,classical
5R02WO5PUrHxynXWfheAqN,Wolfgang Amadeus Mozart;Danielle Laval,Mozart: A Night of Classics,"12 Variations on an Allegretto in B Flat, K.500: 6. Variation V",24,45532,False,0.637,0.022000000000000002,3,-26.353,1,0.0525,0.995,0.909,0.126,0.193,89.78,4,classical
22mK3JHgM6ATUkfI7BHemg,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"9 Variations on a Minuet by J.P. Duport in D, K.573: 3. Variation II",5,62280,False,0.27699999999999997,0.177,2,-19.688,1,0.0348,0.9740000000000001,0.981,0.228,0.85,142.908,3,classical
1lOhnZV1VVicEMHDEsUXVQ,Wolfgang Amadeus Mozart;Erik Smith,Mozart - Inspiring Classics,"Minuet in F, K.1d",3,79360,False,0.478,0.185,5,-16.500999999999998,1,0.037000000000000005,0.693,0.907,0.0665,0.941,103.495,3,classical
0gBtRrMYlHoToeVB3cstKs,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"12 Variations on an Allegretto in B Flat, K.500: 8. Variation VII",4,65536,False,0.601,0.0588,10,-27.72,0,0.0747,0.995,0.9159999999999999,0.0899,0.354,125.689,4,classical
38znqxzVreO8WnoEkBIAJI,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - Inspiring Classics,"Symphony No. 22 in C, K.162: 3. Presto assai",1,98506,False,0.494,0.21600000000000003,0,-17.779,1,0.0452,0.966,0.9209999999999999,0.115,0.6409999999999999,76.432,3,classical
3vFLZOEIM1SxKWPvCCKqvg,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 7. Variation VI",4,64492,False,0.326,0.218,0,-19.854,1,0.0345,0.992,0.937,0.17800000000000002,0.444,142.72299999999998,5,classical
4lvfOnCUxyT3aKKamZ3WXu,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 11. Variation X",6,41893,False,0.212,0.221,0,-20.543000000000003,1,0.0454,0.98,0.96,0.149,0.425,148.759,5,classical
4gvMjEAFf64RJC2XH9j3Ls,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 2. Variation I",3,71560,False,0.272,0.142,0,-22.839000000000002,1,0.0337,0.982,0.975,0.188,0.561,63.218,4,classical
73tHDm0hBREbIJU4NrbGKy,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart: A Night of Classics,"Sonata for Piano and Violin in E flat, K.481: 3f. Variation 5",10,75986,False,0.336,0.155,0,-20.784000000000002,0,0.0399,0.99,0.7909999999999999,0.153,0.871,166.114,3,classical
1NoDZgAwhDmLXBdfxaFPVM,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart: A Night of Classics,"Sonata for Piano and Violin in A, K.305: 2e. Variation 4",12,68733,False,0.39799999999999996,0.113,9,-22.607,1,0.0561,0.973,0.132,0.174,0.369,58.878,4,classical
2vZkRvnwxCLsmzf8oGGBKK,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart: A Night of Classics,6 Minuets K. 105 (attribution doubtful): No. 4 in G Major,6,99000,False,0.502,0.0769,7,-19.183,1,0.0466,0.985,0.423,0.205,0.7809999999999999,142.069,3,classical
7zo05whm8LBnnt1dG979ov,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - A Classical Dawn,"Six German Dances, K.571: No. 5 in B Flat Major",3,92000,False,0.539,0.158,10,-15.544,1,0.0356,0.976,0.498,0.151,0.685,88.18,3,classical
4GdCiwOXIpmQGUWl5XBqyr,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - Inspiring Classics,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. I",6,55613,False,0.308,0.0647,7,-24.599,0,0.0446,0.9940000000000001,0.971,0.17800000000000002,0.769,179.916,4,classical
2bNeq7dW6z9umgGfHGLdcL,Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand,Mozart - Inspiring Classics,"Symphony No. 33 in B-Flat Major, K. 319: 2b. Andante moderato - Pt. 2",3,69653,False,0.3,0.0902,10,-19.71,1,0.0392,0.981,0.958,0.395,0.0842,87.475,4,classical
5SBm6jz3bNhnbgerw5sJ9g,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 2. Variation I",3,80453,False,0.37200000000000005,0.076,5,-24.31,1,0.0507,0.995,0.9670000000000001,0.13699999999999998,0.5529999999999999,90.98700000000001,1,classical
040CvqW0wo3b77EBRfgC14,Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam,Mozart - A Classical Dawn,"Andante and allegretto for Piano and Violin in C, K.404: 2. Allegretto",6,84653,False,0.446,0.106,7,-21.427,1,0.0459,0.987,0.696,0.10099999999999999,0.8440000000000001,157.273,4,classical
2WvKORgp0fzCJAAvG8cN3K,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - A Classical Dawn,"Symphony No. 25 in G minor, K.183: 1. Allegro con brio",3,92986,False,0.374,0.128,7,-17.219,0,0.0338,0.983,0.935,0.0823,0.299,80.516,4,classical
1ghv8smG2wTI2Rhs2eghih,Wolfgang Amadeus Mozart;Claire-Marie Le Guay,Mozart: A Night of Classics,"Piano Sonata No.14 in C Minor, K. 457: 2c. Adagio - Pt. 3",14,64839,False,0.325,0.0109,3,-31.406,1,0.0672,0.996,0.8759999999999999,0.129,0.612,134.0,4,classical
1SZp7sIqzHHh1YMaMu8FL2,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - A Classical Dawn,"12 Variations on an Allegretto in B Flat, K.500: 11. VariatiIon X",9,64379,False,0.37200000000000005,0.0722,10,-24.857,1,0.0331,0.993,0.898,0.0886,0.324,100.92399999999999,4,classical
227o6yibgqhCnZ4i0w77CE,Wolfgang Amadeus Mozart;András Schiff,Mozart - A Classical Dawn,"Fantasia in C minor, K.475: Allegro",5,88600,False,0.42100000000000004,0.0837,10,-25.476,1,0.0386,0.993,0.885,0.14,0.125,66.075,4,classical
6hVF0vHExRU8hD7cU8hFqS,Wolfgang Amadeus Mozart;Berliner Philharmoniker;Karl Böhm,Mozart - A Classical Dawn,"Die Zauberflöte, K. 620 / Zweiter Aufzug: Marsch der Priester",4,86333,False,0.248,0.0464,5,-30.37,1,0.0352,0.982,0.9520000000000001,0.23600000000000002,0.157,87.447,4,classical
2wBVQEElJpTgXi0Op2yt1P,Wolfgang Amadeus Mozart;Claire-Marie Le Guay,Mozart - All Day Classics,"Piano Sonata No.14 in C Minor, K. 457: 2g. Adagio - Pt. 7",21,48960,False,0.37200000000000005,0.0183,3,-31.906999999999996,1,0.0512,0.9940000000000001,0.924,0.196,0.369,133.748,4,classical
7wvPoDq2sE2qvRE1Trramr,Wolfgang Amadeus Mozart;New Philharmonia Orchestra;Carlo Maria Giulini,Mozart: A Night of Classics,"Symphony No. 40 In G Minor, K.550: 1. Molto allegro",9,85960,False,0.308,0.128,7,-16.179000000000002,0,0.0368,0.929,0.956,0.124,0.294,103.57700000000001,4,classical
48Z50XFPDJMdZaSlAX58JP,Wolfgang Amadeus Mozart;Concerto Köln;Werner Ehrhardt,Mozart - A Classical Dawn,"Six German Dances, K.571: No. 4 in G",4,96133,False,0.57,0.177,7,-18.339000000000002,1,0.0488,0.963,0.917,0.156,0.515,96.075,1,classical
2ZwjgC6JSTllAAY2lJFXQg,Wolfgang Amadeus Mozart;Hagen Quartett,Mozart - A Classical Dawn,"String Quartet No. 9 in A, K.169: 4. Rondeaux (Allegro)",5,90053,False,0.44799999999999995,0.113,9,-22.261999999999997,1,0.0501,0.9790000000000001,0.878,0.1,0.792,125.6,4,classical
5FwMLFEARYqd9faHGljjwM,Wolfgang Amadeus Mozart;Erik Smith,Mozart: A Night of Classics,"Andantino in C, K.15b",14,67546,False,0.43,0.363,0,-17.472,1,0.0512,0.909,0.358,0.29,0.395,127.89299999999999,4,classical
1QBDI0pYOFgskhDI0C7tKh,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"8 Variations on ‘Ein Weib ist das herrlichste Ding’ by B. Schack in F, K.613: 4. Variation III",1,94438,False,0.215,0.0904,5,-22.500999999999998,1,0.0448,0.992,0.892,0.12300000000000001,0.465,111.98299999999999,5,classical
2YF4qV9DzrcrSyddCkpTxV,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - A Classical Dawn,"Overture and Three Contredanses, K.106: Contredanse No. 3 in B Flat Major",3,99173,False,0.594,0.11800000000000001,10,-17.044,1,0.043,0.977,0.36700000000000005,0.0762,0.588,145.79399999999998,4,classical
2lTWvfqX8itVpHvQ8EMhS6,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - All Day Classics,"The London Sketchbook, K. 15a-ss (arr. and/or orch. E. Smith) - Three Contredanses: in F, K.15h",23,47000,False,0.6609999999999999,0.042,5,-29.017,1,0.0433,0.976,0.968,0.114,0.575,82.314,4,classical
2C9ZfqsCQ2bSI51q4uJHaU,Wolfgang Amadeus Mozart;Florian Birsak,Mozart - All Day Classics,"Modulating Prelude, K.284a/2",24,42586,False,0.534,0.15,0,-14.58,0,0.0422,0.9840000000000001,0.2,0.248,0.53,84.359,4,classical
2nYrRZDwNr6PozbY68pTF8,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - All Day Classics,"Sonata for Piano and Violin in E flat, K.481: 3f. Variation 5",9,75986,False,0.336,0.155,0,-20.784000000000002,0,0.0399,0.99,0.7909999999999999,0.153,0.871,166.114,3,classical
1wUCk6Nh4c8XLAG0NdNIU5,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - All Day Classics,"Overture and Three Contredanses, K.106: Overture in D, K.106",16,59760,False,0.56,0.247,2,-13.534,1,0.0601,0.924,0.9570000000000001,0.0918,0.69,147.246,4,classical
1AypLOhAhLxEDCOy5XGxLM,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - All Day Classics,"Nine Variations in D, K.573 on a minuet by J.P. Duport: 7a. Variation VI - Pt. 1",16,63893,False,0.457,0.0343,2,-27.041,0,0.0465,0.9890000000000001,0.953,0.0988,0.435,71.381,3,classical
30Hm5tUVPVoJzGIEBchOT3,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - All Day Classics,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 1.Theme",15,64039,False,0.588,0.0235,9,-27.184,1,0.0855,0.9940000000000001,0.963,0.10400000000000001,0.502,100.23299999999999,4,classical
3b4CT1QcTUXjxxhclNX5UT,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,Mozart - A Classical Dawn,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4b. Menuetto (Tema con variazioni): Var. I",6,76533,False,0.6729999999999999,0.17,9,-16.804000000000002,1,0.0408,0.867,0.648,0.10800000000000001,0.593,116.655,4,classical
2TocLZMOpI8t0fwIYiXRU5,Wolfgang Amadeus Mozart;Mozarteum Orchestra Salzburg;Leopold Hager,Mozart - All Day Classics,"Ascanio in Alba, K.111 / Part 1: Andante grazioso",10,78800,False,0.284,0.0656,7,-22.254,1,0.0398,0.96,0.9520000000000001,0.305,0.38,84.639,1,classical
7dtxV1gbo3kWHiBhFywD7v,Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,Mozart - All Day Classics,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",7,90786,False,0.33,0.0423,3,-23.180999999999997,1,0.0496,0.99,0.868,0.10800000000000001,0.284,86.81,4,classical
6nQanke7CG03HzTKpjXlhV,Wolfgang Amadeus Mozart;English Baroque Soloists;John Eliot Gardiner,Mozart - All Day Classics,"Idomeneo, re di Creta, K.366 / Act 3: Marcia - Live",7,83666,False,0.19899999999999998,0.00734,0,-39.346,1,0.0379,0.805,0.000513,0.542,0.327,94.79899999999999,4,classical
03B8ZXUmuDpf59j5PIMFHq,Wolfgang Amadeus Mozart;Heinz Holliger;Academy of St. Martin in the Fields;Kenneth Sillito,Mozart - All Day Classics,"Ma che vi fece... Sperai vicino, K.368: 1. Andantino",7,86160,False,0.29,0.049,5,-24.072,1,0.0555,0.98,0.753,0.10800000000000001,0.114,76.473,4,classical
7gK2q5m7SDSY4MDPvv3v9c,Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul,Mozart - All Day Classics,"Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""",6,99986,False,0.495,0.14400000000000002,7,-21.976999999999997,1,0.038,0.986,0.847,0.222,0.391,94.024,4,classical
